Condition	time point	p-value	t-value
correct	0.02460937499999999	0.033333333333333326	1.840629407786611
correct	0.02949218749999999	0.026666666666666727	1.9398891657341626
correct	0.04414062499999999	0.020000000000000018	2.0627472420429416
correct	0.04902343749999999	0.013333333333333308	2.227371488366429
correct	0.05390624999999999	0.036666666666666736	1.797071423179137
correct	0.56171875	0.023333333333333317	1.997592229195553
correct	0.5666015625	0.0033333333333332993	2.7321419372217384
correct	0.571484375	0.0	inf
correct	0.5763671875	0.033333333333333326	1.840629407786611
correct	0.6203125	0.040000000000000036	1.756656458005156
correct	0.630078125	0.020000000000000018	2.0627472420429416
correct	0.6349609375	0.0033333333333332993	2.7321419372217384
correct	0.63984375	0.010000000000000009	2.33888392484682
correct	0.6447265625	0.013333333333333308	2.227371488366429
correct	0.649609375	0.020000000000000018	2.0627472420429416
correct	0.6544921875	0.01666666666666672	2.1379265281322697
correct	0.659375	0.010000000000000009	2.33888392484682
correct	0.6642578125	0.00666666666666671	2.4895647421707716
correct	0.669140625	0.0033333333333332993	2.7321419372217384
correct	0.6740234375	0.00666666666666671	2.4895647421707716
correct	0.67890625	0.01666666666666672	2.1379265281322697
correct	0.6837890625	0.043333333333333335	1.718905160438891
correct	0.6984375	0.033333333333333326	1.840629407786611
correct	0.7033203125	0.033333333333333326	1.840629407786611
correct	0.708203125	0.040000000000000036	1.756656458005156
correct	0.7130859375	0.023333333333333317	1.997592229195553
correct	0.71796875	0.01666666666666672	2.1379265281322697
correct	0.7228515625	0.023333333333333317	1.997592229195553
correct	0.727734375	0.023333333333333317	1.997592229195553
correct	0.7326171875	0.033333333333333326	1.840629407786611
correct	0.7375	0.040000000000000036	1.756656458005156
correct	0.7423828125	0.033333333333333326	1.840629407786611
correct	0.747265625	0.020000000000000018	2.0627472420429416
correct	0.7521484375	0.033333333333333326	1.840629407786611
correct	0.7716796875	0.023333333333333317	1.997592229195553
correct	0.7765625	0.010000000000000009	2.33888392484682
correct	0.7814453125	0.013333333333333308	2.227371488366429
correct	0.786328125	0.00666666666666671	2.4895647421707716
correct	0.7912109375	0.033333333333333326	1.840629407786611
correct	0.825390625	0.040000000000000036	1.756656458005156
correct	0.8302734375	0.023333333333333317	1.997592229195553
correct	0.83515625	0.020000000000000018	2.0627472420429416
correct	0.8400390625	0.010000000000000009	2.33888392484682
correct	0.844921875	0.010000000000000009	2.33888392484682
correct	0.8498046875	0.020000000000000018	2.0627472420429416
correct	0.8546875	0.043333333333333335	1.718905160438891
correct	0.883984375	0.043333333333333335	1.718905160438891
correct	0.8888671875	0.020000000000000018	2.0627472420429416
correct	0.91328125	0.040000000000000036	1.756656458005156
correct	0.9669921875	0.036666666666666736	1.797071423179137
